Timestamp[nanosec], gx[rad/s], gy[rad/s], gz[rad/s], ax[m/s^2], ay[m/s^2], az[m/s^2], label
179325787327397,-0.0030115657,0.0013359623,0.004352415,9.696813,-0.5985687,-1.4102279,1
179325807327397,-0.0030115657,-0.0041618245,0.0012980887,9.759064,-0.2561874,-0.9505271,1
179325827327397,-0.0048441617,0.0037794232,-0.004810564,9.672871,-0.44294083,-1.403045,1
179325847327397,-0.0036224308,-0.019433456,0.006795876,9.797373,-0.35435268,-1.1564348,1
179325867327163,-0.0048441617,0.006222884,0.0031306844,9.802161,-0.45730647,-1.2043202,1
179325887327163,-0.0024007002,-0.015768265,0.019624047,9.953,-0.54350036,-1.2498114,1
179325907327463,-0.0060658916,0.004390288,-0.005421429,9.802161,-0.18675344,-1.0750294,1
179325927327463,-0.004233296,-0.0059944205,0.0031306844,9.775824,-0.6201172,-1.3551595,1
179325947327463,-0.0017898352,0.009277211,0.019624047,9.960183,-0.38308397,-0.94095,1
179325967327463,-0.0024007002,0.01966192,-0.002977968,9.615408,-0.4166038,-1.2067145,1
179325987327463,-0.0024007002,-0.00477269,0.0012980887,9.785401,-0.38068968,-1.0439038,1
179326007327129,0.0018753563,0.008666346,0.015347989,9.929058,-0.6057515,-1.1061549,1
179326027327129,0.0018753563,-0.008437881,0.008628472,9.751882,-0.39505535,-1.1612233,1
179326047327129,0.0006536258,0.0037794232,-0.011530082,9.751882,-0.35674694,-1.0247496,1
179326067327129,0.004318817,0.009888076,0.006795876,9.818921,-0.59378016,-1.1181264,1
179326087327129,0.004318817,0.009277211,0.004352415,9.766247,-0.3232271,-0.9577099,1
179326107327129,0.0024862215,0.004390288,-0.012140946,9.749487,-0.42139238,-1.1229149,1
179326127327129,0.005540548,-0.013324804,0.004352415,9.907509,-0.45251793,-1.1133378,1
179326147327129,0.005540548,-0.0053835553,0.0019089539,9.80695,-0.4166038,-1.158829,1
179326167327129,0.003707952,-0.0041618245,-0.006032294,9.797373,-0.43096948,-1.1492519,1
179326187327129,0.003707952,0.013553267,-0.002977968,9.77343,-0.37829542,-0.9768641,1
179326207327129,0.0018753563,0.020272786,-0.006032294,9.632168,-0.39266106,-1.036721,1
179326227327129,0.0012644911,0.005612019,-0.0041996986,9.73991,-0.42378664,-0.95531565,1
179326247327129,0.0024862215,-0.0023292291,0.004352415,9.828498,-0.45251793,-1.0582695,1
179326267327295,0.0012644911,-0.01637913,0.0006872234,9.787795,-0.3615355,-1.0989721,1
179326287327295,-0.00117897,-0.011492208,-0.0035888334,9.876384,-0.43336374,-1.1013664,1
179326307327295,-0.0005681047,-0.0017183638,0.006795876,9.8548355,-0.46209505,-1.0654523,1
179326327327295,-0.0030115657,0.010498942,0.0006872234,9.725544,-0.339987,-0.967287,1
179326347327295,-0.004233296,0.011109806,-0.004810564,9.775824,-0.41420954,-1.0032011,1
179326367326961,-0.0030115657,-0.0017183638,0.006795876,9.895537,-0.43096948,-1.0462981,1
179326387326961,-0.0024007002,-0.012103073,0.007406741,9.80695,-0.3974496,-1.1181264,1
179326407327261,-0.004233296,-0.012103073,7.6358156e-05,9.830893,-0.3974496,-1.1229149,1
179326427327261,-0.0030115657,-0.0023292291,0.0037415498,9.840469,-0.46927786,-1.0750294,1
179326447327261,-0.0030115657,0.008666346,0.00496328,9.72315,-0.42139238,-1.0199611,1
179326467327261,-0.0036224308,0.011720671,-0.002977968,9.708784,-0.35914123,-0.99362403,1
179326487327261,-0.0030115657,0.0031685582,-0.0035888334,9.780613,-0.45251793,-1.0486923,1
179326507326961,-0.0005681047,-0.010270477,0.0055741454,9.866806,-0.47167215,-1.0941836,1
179326527326961,4.2760566e-05,-0.014546535,0.0031306844,9.828498,-0.36632404,-1.1564348,1
179326547326961,-0.0005681047,-0.013324804,-0.006032294,9.845258,-0.42618093,-1.185166,1
179326567326961,0.0006536258,-0.0041618245,7.6358156e-05,9.885961,-0.45970076,-1.1109436,1
179326587326961,0.0006536258,0.005001154,0.0006872234,9.778218,-0.39505535,-1.1396748,1
179326607326961,4.2760566e-05,0.0025576928,-0.00786489,9.761458,-0.41181526,-1.1468576,1
179326627326961,0.0006536258,0.0001142318,-0.0035888334,9.826104,-0.48843205,-1.1372806,1
179326647326961,0.0018753563,-0.0017183638,0.0031306844,9.763853,-0.409421,-1.1636176,1
179326667326961,0.0006536258,-0.0029400946,-0.004810564,9.730332,-0.38547826,-1.1348863,1
179326687326961,4.2760566e-05,0.0013359623,-0.0041996986,9.8237095,-0.4932206,-1.1133378,1
179326707326961,0.0012644911,0.005001154,0.00496328,9.751882,-0.4070267,-1.0822122,1
179326727326961,0.0006536258,0.0037794232,-0.0017562376,9.754275,-0.37590113,-1.1181264,1
179326747326961,-0.0005681047,-0.0041618245,-0.0041996986,9.845258,-0.4644893,-1.1372806,1
179326767327127,0.0006536258,-0.0053835553,0.0061850105,9.847652,-0.41420954,-1.158829,1
179326787327127,-0.0005681047,-0.0023292291,0.0031306844,9.802161,-0.35674694,-1.1229149,1
179326807327127,-0.00117897,0.0007250971,-0.002977968,9.845258,-0.43096948,-1.0798179,1
179326827327127,-0.0005681047,0.0068337494,0.004352415,9.821315,-0.41420954,-1.0870007,1
179326847327127,-0.00117897,0.006222884,0.00496328,9.771035,-0.33519846,-1.0462981,1
179326867326960,-0.0017898352,0.0037794232,-0.0023671028,9.816526,-0.40463245,-1.0702409,1
179326887326960,-0.0005681047,0.0019468275,0.0031306844,9.833286,-0.40463245,-1.0415095,1
179326907327293,-0.0017898352,0.0007250971,-0.0011453724,9.763853,-0.3519584,-1.0678465,1
179326927327293,-0.0005681047,0.0013359623,0.0012980887,9.778218,-0.40223816,-1.0462981,1
179326947327293,-0.0005681047,0.004390288,0.0055741454,9.814133,-0.44294083,-1.0534809,1
179326967327293,-0.0005681047,0.0013359623,0.0006872234,9.725544,-0.3974496,-1.0678465,1
179326987327293,-0.0005681047,0.0013359623,-0.0023671028,9.751882,-0.40463245,-1.0415095,1
179327007326993,0.0006536258,0.0001142318,0.004352415,9.804555,-0.4860378,-1.0510867,1
179327027326993,0.0006536258,-0.0011074987,0.0012980887,9.792584,-0.4668836,-1.0534809,1
179327047326993,4.2760566e-05,-0.00477269,-0.002977968,9.794978,-0.44772938,-1.0750294,1
179327067326993,0.0006536258,-0.0035509595,7.6358156e-05,9.838076,-0.4764607,-1.0750294,1
179327087326993,4.2760566e-05,0.0001142318,-0.0023671028,9.780613,-0.45491222,-1.0846065,1
179327107326993,4.2760566e-05,-0.00049663347,-0.002977968,9.783007,-0.44294083,-1.0462981,1
179327127326993,4.2760566e-05,0.0007250971,-0.0011453724,9.792584,-0.43575802,-1.0558752,1
179327147326993,-0.0005681047,-0.0041618245,-0.0011453724,9.787795,-0.4166038,-1.0702409,1
179327167326993,-0.0005681047,-0.008437881,-0.0011453724,9.835681,-0.4070267,-1.1181264,1
179327187326993,4.2760566e-05,-0.0072161513,0.0012980887,9.828498,-0.41420954,-1.132492,1
179327207326993,-0.0005681047,-0.0029400946,-0.0011453724,9.80695,-0.3902668,-1.1277034,1
179327227326993,-0.00117897,0.0031685582,-0.0011453724,9.797373,-0.37590113,-1.0822122,1
179327247326993,-0.00117897,0.004390288,0.0012980887,9.804555,-0.4070267,-1.0750294,1
179327267327159,-0.00117897,-0.00049663347,0.0006872234,9.80695,-0.35435268,-1.089395,1
179327287327159,-0.00117897,-0.006605286,7.6358156e-05,9.792584,-0.39505535,-1.1348863,1
179327307327159,-0.00117897,-0.0059944205,0.004352415,9.821315,-0.4285752,-1.1396748,1
179327327327159,-0.00117897,0.0007250971,0.0037415498,9.816526,-0.41420954,-1.1229149,1
179327347327159,-0.0017898352,0.004390288,-0.0011453724,9.766247,-0.36392978,-1.0917894,1
179327367326992,-0.00117897,0.0037794232,0.0019089539,9.821315,-0.4668836,-1.0798179,1
179327387326992,4.2760566e-05,0.0007250971,0.0055741454,9.809344,-0.43575802,-1.1157321,1
179327407327092,-0.0005681047,-0.00477269,7.6358156e-05,9.79019,-0.41420954,-1.1372806,1
179327427327092,-0.0005681047,-0.0053835553,0.0006872234,9.845258,-0.4644893,-1.1492519,1
179327447327092,0.0006536258,0.0001142318,0.004352415,9.814133,-0.44533512,-1.132492,1
179327467327092,4.2760566e-05,0.0037794232,-0.0011453724,9.77343,-0.4166038,-1.1037607,1
179327487327092,4.2760566e-05,0.005612019,-0.002977968,9.794978,-0.44054657,-1.0750294,1
179327507326758,0.0006536258,0.005001154,0.0006872234,9.79019,-0.43096948,-1.0917894,1
179327527326758,4.2760566e-05,0.0025576928,-0.0005345071,9.771035,-0.42618093,-1.0750294,1
179327547326758,0.0006536258,0.0007250971,-0.0017562376,9.787795,-0.41181526,-1.0606637,1
179327567326758,0.0006536258,0.0007250971,0.0012980887,9.797373,-0.43336374,-1.0654523,1
179327587326758,4.2760566e-05,0.0001142318,7.6358156e-05,9.787795,-0.41181526,-1.0702409,1
179327607326758,4.2760566e-05,0.0001142318,-0.0005345071,9.809344,-0.40463245,-1.0534809,1
179327627326758,-0.0005681047,-0.00049663347,-0.0005345071,9.816526,-0.38547826,-1.0798179,1
179327647326758,-0.0005681047,-0.0017183638,7.6358156e-05,9.828498,-0.40463245,-1.0822122,1
179327667326758,-0.0005681047,-0.0017183638,0.0019089539,9.842864,-0.3998439,-1.0654523,1
179327687326758,-0.00117897,0.0007250971,-0.0005345071,9.778218,-0.3902668,-1.0606637,1
179327707326758,-0.00117897,0.0019468275,7.6358156e-05,9.809344,-0.409421,-1.0678465,1
179327727326758,-0.00117897,0.0025576928,0.0019089539,9.778218,-0.39505535,-1.0534809,1
179327747326758,-0.00117897,0.0019468275,0.0012980887,9.771035,-0.4070267,-1.0558752,1
179327767326924,-0.00117897,0.0007250971,0.0019089539,9.804555,-0.40463245,-1.0654523,1
179327787326924,-0.0005681047,0.0007250971,0.0031306844,9.766247,-0.41181526,-1.0558752,1
179327807326924,-0.00117897,0.0001142318,0.0006872234,9.771035,-0.42139238,-1.0510867,1
179327827326924,-0.0005681047,-0.0023292291,0.0012980887,9.828498,-0.45251793,-1.0606637,1
179327847326924,4.2760566e-05,-0.0035509595,0.0031306844,9.766247,-0.4166038,-1.0822122,1
179327867326757,-0.0005681047,-0.00477269,-0.0005345071,9.802161,-0.43096948,-1.1109436,1
179327887326757,-0.0005681047,-0.00477269,0.0006872234,9.8237095,-0.43336374,-1.0750294,1
179327907327090,-0.0005681047,-0.0017183638,0.002519819,9.787795,-0.42618093,-1.0965779,1
179327927327090,-0.0005681047,-0.0035509595,-0.0005345071,9.818921,-0.44533512,-1.0941836,1
179327947327090,-0.0005681047,-0.0035509595,0.0012980887,9.821315,-0.46209505,-1.1181264,1
179327967327090,4.2760566e-05,-0.00477269,0.0019089539,9.792584,-0.44533512,-1.1372806,1
179327987327090,-0.0005681047,-0.0059944205,-0.0011453724,9.818921,-0.44294083,-1.1492519,1
179328007326990,4.2760566e-05,-0.0023292291,0.0006872234,9.802161,-0.45491222,-1.1492519,1
179328027326990,4.2760566e-05,-0.0029400946,0.0006872234,9.802161,-0.39266106,-1.1396748,1
179328047326990,-0.0005681047,-0.0029400946,-0.0023671028,9.8237095,-0.44294083,-1.175589,1
179328067326990,4.2760566e-05,-0.0023292291,0.0006872234,9.842864,-0.43815228,-1.1564348,1
179328087326990,4.2760566e-05,-0.0011074987,0.0019089539,9.79019,-0.40223816,-1.1348863,1
179328107326990,-0.0005681047,0.0031685582,-0.0023671028,9.802161,-0.41181526,-1.1229149,1
179328127326990,-0.0005681047,0.0068337494,-0.0017562376,9.816526,-0.43815228,-1.0870007,1
179328147326990,4.2760566e-05,0.007444615,0.0012980887,9.77343,-0.38547826,-1.0965779,1
179328167326990,-0.0005681047,0.0037794232,-0.0005345071,9.742304,-0.38787252,-1.132492,1
179328187326990,-0.0005681047,-0.0017183638,-0.0011453724,9.847652,-0.44772938,-1.0822122,1
179328207326990,4.2760566e-05,-0.0035509595,0.0037415498,9.787795,-0.43575802,-1.2043202,1
179328227326990,-0.00117897,0.0031685582,-0.004810564,9.703996,-0.38068968,-1.23784,1
179328247326990,-0.00117897,0.004390288,-0.0017562376,9.727939,-0.38308397,-1.0726352,1
179328267327323,-0.0005681047,0.004390288,0.0037415498,9.811738,-0.45491222,-1.0917894,1
179328287327323,-0.0005681047,0.0019468275,0.0019089539,9.826104,-0.38547826,-1.0486923,1
179328307327323,-0.0017898352,0.0001142318,-0.0041996986,9.771035,-0.34956414,-1.0582695,1
179328327327323,-0.0005681047,0.0013359623,0.0031306844,9.80695,-0.44294083,-1.0415095,1
179328347327323,4.2760566e-05,0.004390288,0.007406741,9.814133,-0.45012367,-1.0319325,1
179328367327156,-0.0017898352,0.0025576928,-0.002977968,9.732727,-0.36632404,-1.0295382,1
179328387327156,-0.00117897,-0.0011074987,-0.0005345071,9.792584,-0.44533512,-1.0415095,1
179328407327456,4.2760566e-05,-0.0035509595,0.006795876,9.835681,-0.49082634,-1.0917894,1
179328427327456,-0.0005681047,-0.0053835553,0.0006872234,9.766247,-0.43575802,-1.0989721,1
179328447327456,-0.0005681047,-0.0017183638,-0.0017562376,9.804555,-0.46209505,-1.1133378,1
179328467327456,4.2760566e-05,0.0031685582,0.002519819,9.799767,-0.44772938,-1.063058,1
179328487327456,-0.0005681047,0.0007250971,7.6358156e-05,9.780613,-0.44772938,-1.0941836,1
179328507327122,-0.0005681047,-0.0023292291,-0.0011453724,9.77343,-0.38068968,-1.0726352,1
179328527327122,4.2760566e-05,-0.0059944205,7.6358156e-05,9.802161,-0.4189981,-1.1492519,1
179328547327122,0.0006536258,-0.006605286,0.0031306844,9.852441,-0.43096948,-1.1085492,1
179328567327122,4.2760566e-05,-0.0017183638,-0.0005345071,9.804555,-0.39505535,-1.1205206,1
179328587327122,4.2760566e-05,0.0007250971,-0.0023671028,9.804555,-0.3974496,-1.0917894,1
179328607327122,0.0006536258,0.0031685582,0.0006872234,9.775824,-0.44294083,-1.1133378,1
179328627327122,4.2760566e-05,0.004390288,0.0012980887,9.747093,-0.3998439,-0.9912298,1
179328647327122,-0.00117897,0.005001154,-0.005421429,9.660899,-0.339987,-1.0965779,1
179328667327122,-0.0005681047,0.0001142318,-0.0005345071,9.859624,-0.38787252,-1.1085492,1
179328687327122,4.2760566e-05,-0.0029400946,0.0031306844,9.802161,-0.42139238,-1.0175668,1
179328707327122,4.2760566e-05,-0.01637913,0.0037415498,9.883567,-0.4932206,-1.1875603,1
179328727327122,-0.0005681047,-0.012713939,0.0006872234,9.914692,-0.3304099,-1.1229149,1
179328747327122,-0.0017898352,-0.006605286,-0.002977968,9.90272,-0.4956149,-1.2522057,1
179328767327355,-0.0005681047,0.0031685582,0.0055741454,9.914692,-0.4285752,-1.0391153,1
179328787327355,-0.0024007002,0.01966192,-0.0041996986,9.696813,-0.37111259,-1.0870007,1
179328807327355,-0.0030115657,0.011720671,-0.007254025,9.696813,-0.39505535,-1.0199611,1
179328827327355,-0.00117897,0.011720671,0.0031306844,9.780613,-0.5027977,-1.0439038,1
179328847327355,4.2760566e-05,-0.006605286,0.0055741454,9.6585045,-0.35435268,-1.1636176,1
179328867327021,-0.0024007002,-0.010881343,-0.00908662,9.692024,-0.38547826,-1.1540405,1
179328887327021,-0.0005681047,-0.0078270165,0.0061850105,9.8787775,-0.61293435,-1.1875603,1
179328907327321,0.0006536258,-0.0017183638,0.012293663,9.811738,-0.40223816,-1.0917894,1
179328927327321,-0.0024007002,0.0007250971,-0.009697486,9.749487,-0.39505535,-1.1612233,1
179328947327321,-0.00117897,-0.0011074987,-0.0017562376,9.888355,-0.45730647,-1.0606637,1
179328967327321,4.2760566e-05,0.009277211,0.0055741454,9.797373,-0.42378664,-1.0750294,1
179328987327321,-0.0005681047,0.0001142318,-0.002977968,9.787795,-0.32801566,-1.0319325,1
179329007327021,-0.0005681047,-0.0011074987,-0.0035888334,9.8548355,-0.4189981,-1.1037607,1
179329027327021,0.0012644911,-0.00477269,0.006795876,9.8237095,-0.43815228,-1.0774237,1
179329047327021,4.2760566e-05,-0.0029400946,-0.0011453724,9.778218,-0.32083282,-1.0582695,1
179329067327021,4.2760566e-05,0.004390288,-0.004810564,9.778218,-0.39266106,-1.0965779,1
179329087327021,0.0006536258,0.006222884,0.002519819,9.747093,-0.37111259,-0.9984126,1
179329107327021,0.0006536258,0.00805548,0.0012980887,9.792584,-0.4166038,-1.0822122,1
179329127327021,0.0012644911,-0.0041618245,0.002519819,9.799767,-0.34956414,-1.089395,1
179329147327021,0.0006536258,-0.008437881,7.6358156e-05,9.799767,-0.47167215,-1.1947432,1
179329167327021,0.0012644911,-0.011492208,0.00496328,9.876384,-0.4836435,-1.1564348,1
179329187327021,0.0006536258,0.0019468275,0.0031306844,9.766247,-0.3998439,-1.0558752,1
179329207327021,-0.0005681047,0.011720671,-0.005421429,9.72315,-0.44772938,-1.0558752,1
179329227327021,4.2760566e-05,0.009277211,7.6358156e-05,9.814133,-0.4860378,-1.0032011,1
179329247327021,4.2760566e-05,0.0031685582,0.00496328,9.75667,-0.42139238,-1.0870007,1
179329267327187,-0.0005681047,-0.011492208,-0.0005345071,9.8237095,-0.4285752,-1.1229149,1
179329287327187,4.2760566e-05,-0.010881343,0.0006872234,9.8548355,-0.4644893,-1.1444633,1
179329307327187,4.2760566e-05,-0.0041618245,0.004352415,9.768641,-0.37111259,-1.0870007,1
179329327327187,-0.0017898352,0.0031685582,-0.0035888334,9.77343,-0.37590113,-1.0558752,1
179329347327187,-0.00117897,0.00805548,-0.0011453724,9.80695,-0.40463245,-1.0534809,1
179329367326953,-0.00117897,0.0025576928,0.0031306844,9.797373,-0.3615355,-1.0678465,1
179329387326953,-0.00117897,-0.0053835553,-0.0005345071,9.833286,-0.36871833,-1.1109436,1
179329407327286,-0.0005681047,-0.0059944205,0.0019089539,9.833286,-0.37590113,-1.1037607,1
179329427327286,-0.00117897,-0.0017183638,0.002519819,9.835681,-0.42378664,-1.1085492,1
179329447327286,-0.0005681047,0.0007250971,0.0019089539,9.814133,-0.4070267,-1.089395,1
179329467327286,-0.0005681047,0.0031685582,0.0006872234,9.771035,-0.41420954,-1.1085492,1
179329487327286,-0.00117897,-0.0011074987,-0.0011453724,9.797373,-0.44772938,-1.1109436,1
179329507326986,4.2760566e-05,-0.0041618245,0.0012980887,9.818921,-0.47885495,-1.1348863,1
179329527326986,4.2760566e-05,-0.0011074987,0.002519819,9.761458,-0.42139238,-1.1013664,1
179329547326986,-0.0005681047,0.0025576928,-0.0035888334,9.751882,-0.37829542,-1.0702409,1
179329567326986,0.0006536258,0.0037794232,0.0037415498,9.794978,-0.48843205,-1.0726352,1
179329587326986,4.2760566e-05,-0.0017183638,0.0006872234,9.818921,-0.42378664,-1.0726352,1
179329607326986,-0.0005681047,-0.0078270165,-0.0035888334,9.797373,-0.40463245,-1.1420691,1
179329627326986,4.2760566e-05,-0.006605286,0.002519819,9.871595,-0.4644893,-1.132492,1
179329647326986,4.2760566e-05,-0.0035509595,0.0031306844,9.871595,-0.45491222,-1.1444633,1
179329667326986,-0.0005681047,-0.00049663347,-0.0017562376,9.838076,-0.4070267,-1.1492519,1
179329687326986,-0.00117897,0.0037794232,-0.0017562376,9.821315,-0.41181526,-1.1229149,1
179329707326986,-0.0005681047,0.0025576928,-0.0005345071,9.696813,-0.4644893,-1.1372806,1
179329727326986,-0.0005681047,0.004390288,0.002519819,9.742304,-0.4668836,-1.0151725,1
179329747326986,-0.0024007002,0.014774998,-0.00786489,9.603436,-0.27055305,-0.9577099,1
179329767327286,-0.00117897,0.0013359623,0.0012980887,9.75667,-0.5770202,-1.1181264,1
179329787327286,0.0018753563,0.0013359623,0.016569719,9.955395,-0.37829542,-0.9194015,1
179329807327286,-0.0030115657,0.0019468275,-0.017027868,9.646533,-0.17717634,-1.0702409,1
179329827327286,-0.00117897,-0.0078270165,0.002519819,9.907509,-0.531529,-1.0702409,1
179329847327286,0.0024862215,0.011109806,0.022678372,9.926663,-0.48843205,-0.9624985,1
179329867327119,-0.0036224308,-0.0017183638,-0.016417004,9.483723,-0.16281068,-1.1277034,1
179329887327119,-0.0024007002,-0.0059944205,-0.00786489,9.852441,-0.4740664,-1.0702409,1
179329907327419,0.003097087,-0.009048747,0.027565295,9.948212,-0.6368771,-1.1971374,1
179329927327419,-0.0017898352,-0.01760086,-0.00786489,9.653716,-0.24182175,-1.1827718,1
179329947327419,-0.0024007002,-0.008437881,-0.012140946,9.869201,-0.5027977,-1.1827718,1
179329967327419,0.0024862215,0.0068337494,0.01779145,9.881172,-0.5650489,-1.0582695,1
179329987327419,-0.00117897,0.010498942,-0.005421429,9.627379,-0.40223816,-1.089395,1
179330007327085,-0.00117897,-0.00049663347,-0.011530082,9.75667,-0.42618093,-1.0486923,1
179330027327085,0.0012644911,0.0031685582,0.0037415498,9.771035,-0.44054657,-1.0534809,1
179330047327085,0.0006536258,-0.006605286,-0.0005345071,9.751882,-0.38547826,-1.1109436,1
179330067327085,0.0006536258,-0.011492208,-0.002977968,9.924269,-0.35674694,-1.089395,1
179330087327085,0.0018753563,-0.011492208,0.0037415498,9.929058,-0.409421,-1.175589,1
179330107327085,4.2760566e-05,-0.009048747,7.6358156e-05,9.881172,-0.39505535,-1.1348863,1
179330127327085,4.2760566e-05,0.005001154,0.0012980887,9.905115,-0.42139238,-1.1253091,1
179330147327085,4.2760566e-05,0.009888076,-0.0017562376,9.766247,-0.29210153,-1.1013664,1
179330167327085,-0.0024007002,0.008666346,-0.00908662,9.692024,-0.4189981,-1.1109436,1
179330187327085,4.2760566e-05,0.005001154,0.009239337,9.838076,-0.505192,-1.0774237,1
179330207327085,-0.0005681047,0.0019468275,0.0061850105,9.677659,-0.3519584,-1.1300977,1
179330227327085,-0.0030115657,-0.008437881,-0.00786489,9.699207,-0.43096948,-1.1875603,1
179330247327085,-0.0005681047,-0.0035509595,0.007406741,9.835681,-0.5602603,-1.1348863,1
179330267327251,-0.0005681047,0.004390288,0.007406741,9.670476,-0.409421,-1.1444633,1
179330287327251,-0.0030115657,0.006222884,-0.00786489,9.747093,-0.43815228,-1.063058,1
179330307327251,4.2760566e-05,0.0037794232,0.00496328,9.900327,-0.49800915,-1.0486923,1
179330327327251,0.0006536258,-0.0053835553,0.0055741454,9.79019,-0.33759275,-1.1253091,1
179330347327251,-0.0017898352,-0.006605286,-0.00786489,9.845258,-0.45251793,-1.0917894,1
179330367326951,-0.0005681047,0.006222884,0.004352415,9.840469,-0.45970076,-1.0008069,1
179330387326951,4.2760566e-05,0.010498942,0.0019089539,9.725544,-0.34956414,-1.0199611,1
179330407327251,-0.00117897,0.0007250971,-0.00786489,9.809344,-0.34477556,-1.0008069,1
179330427327251,0.0006536258,-0.0059944205,0.0012980887,9.921875,-0.45012367,-1.1396748,1
179330447327251,0.0012644911,-0.020044321,0.008017607,9.929058,-0.44054657,-1.228263,1
179330467327251,0.0006536258,-0.01637913,0.0006872234,9.830893,-0.4166038,-1.2258687,1
179330487327251,-0.00117897,0.009277211,-0.0041996986,9.7135725,-0.32801566,-1.0032011,1
179330507326951,-0.0030115657,0.034933552,-0.01030835,9.653716,-0.4166038,-0.9122187,1
179330527326951,-0.00117897,0.02332711,0.0006872234,9.715967,-0.4956149,-1.0175668,1
179330547326951,0.0012644911,-0.0023292291,0.008017607,9.663293,-0.29210153,-1.0870007,1
179330567326951,-0.0005681047,-0.023098648,-0.008475755,9.809344,-0.44533512,-1.2617828,1
179330587326951,0.0012644911,-0.0292073,0.0061850105,9.9889145,-0.505192,-1.1684061,1
179330607326951,0.0012644911,0.0037794232,0.010461067,9.660899,-0.31843856,-1.0750294,1
179330627326951,-0.0030115657,0.019051054,-0.013362678,9.665688,-0.37590113,-0.92658436,1
179330647326951,-0.0017898352,0.016607594,-0.002977968,9.883567,-0.5602603,-0.9313729,1
179330667326951,0.0012644911,-0.00049663347,0.017180586,9.816526,-0.3615355,-1.1708003,1
179330687326951,-0.00117897,-0.028596435,-0.0023671028,9.811738,-0.3423813,-1.2689656,1
179330707326951,-0.0017898352,-0.02798557,-0.006032294,9.953,-0.5865973,-1.1708003,1
179330727326951,0.0006536258,-0.00049663347,0.015347989,9.794978,-0.4764607,-1.0750294,1
179330747326951,-0.00117897,0.02088365,0.0006872234,9.663293,-0.36632404,-0.9960183,1
179330767327117,-0.0030115657,0.012942402,-0.011530082,9.818921,-0.4836435,-1.0175668,1
179330787327117,4.2760566e-05,0.0019468275,0.00496328,9.840469,-0.5027977,-1.1731946,1
179330807327117,0.0012644911,-0.012103073,0.008017607,9.8237095,-0.36392978,-1.2043202,1
179330827327117,-0.0005681047,-0.018211726,-0.005421429,9.866806,-0.37829542,-1.1899546,1
179330847327117,0.0006536258,-0.0041618245,-0.0005345071,9.869201,-0.43815228,-1.1516461,1
179330867326950,0.0006536258,0.012331536,0.0037415498,9.785401,-0.33759275,-1.0558752,1
179330887326950,-0.0005681047,0.015385863,-0.006032294,9.727939,-0.3232271,-1.0846065,1
179330907327283,0.0006536258,0.0001142318,0.0012980887,9.718362,-0.36392978,-1.1109436,1
179330927327283,4.2760566e-05,-0.0059944205,0.002519819,9.780613,-0.37350687,-1.1420691,1
179330947327283,-0.0005681047,-0.0035509595,-0.0023671028,9.730332,-0.35914123,-1.1468576,1
179330967327283,-0.0005681047,0.0025576928,0.002519819,9.794978,-0.45730647,-1.1061549,1
179330987327283,4.2760566e-05,0.005001154,0.0055741454,9.814133,-0.4740664,-1.089395,1
179331007326983,-0.0017898352,0.0037794232,-0.0035888334,9.7135725,-0.41420954,-1.0415095,1
179331027326983,-0.0017898352,0.0068337494,-0.0035888334,9.754275,-0.45970076,-1.0343267,1
179331047326983,-0.0005681047,0.005612019,0.00496328,9.814133,-0.51955765,-1.0032011,1
179331067326983,-0.00117897,-0.0023292291,-0.0005345071,9.787795,-0.39505535,-0.9912298,1
179331087326983,-0.00117897,-0.008437881,-0.0011453724,9.885961,-0.4764607,-1.0534809,1
179331107326983,4.2760566e-05,-0.013935669,0.009239337,9.960183,-0.46927786,-1.1109436,1
179331127326983,-0.00117897,-0.011492208,-0.0011453724,9.842864,-0.35435268,-1.1660118,1
179331147326983,-0.0017898352,0.0013359623,-0.004810564,9.80695,-0.36871833,-1.0941836,1
179331167326983,-0.00117897,0.015996728,0.0019089539,9.77343,-0.38787252,-1.0199611,1
179331187326983,-0.00117897,0.010498942,0.0006872234,9.7135725,-0.37590113,-1.0151725,1
179331207326983,-0.00117897,-0.0029400946,7.6358156e-05,9.747093,-0.3974496,-1.0702409,1
179331227326983,0.0006536258,-0.012713939,0.004352415,9.768641,-0.43815228,-1.1444633,1
179331247326983,0.0006536258,-0.013324804,0.002519819,9.804555,-0.4070267,-1.1444633,1
179331267327316,-0.0005681047,0.0013359623,-0.0011453724,9.797373,-0.41181526,-1.1492519,1
179331287327316,0.0006536258,0.012331536,0.0006872234,9.787795,-0.43336374,-1.0223553,1
179331307327316,4.2760566e-05,0.011109806,-0.0011453724,9.747093,-0.4285752,-1.0247496,1
179331327327316,0.0006536258,-0.0017183638,0.0006872234,9.809344,-0.4668836,-1.0223553,1
179331347327316,0.0018753563,-0.013324804,0.0019089539,9.852441,-0.42139238,-1.1803775,1
179331367327149,0.0006536258,-0.01637913,-0.0023671028,9.794978,-0.4070267,-1.2330515,1
179331387327149,0.0006536258,-0.0053835553,7.6358156e-05,9.859624,-0.46209505,-1.175589,1
179331407327449,0.0006536258,0.010498942,0.0006872234,9.80695,-0.41181526,-1.0486923,1
179331427327449,-0.0005681047,0.007444615,-0.006032294,9.730332,-0.35914123,-1.1061549,1
179331447327449,4.2760566e-05,-0.0017183638,-0.0023671028,9.838076,-0.44294083,-1.1109436,1
179331467327449,0.0006536258,-0.0041618245,0.0055741454,9.833286,-0.44054657,-1.1396748,1
