Timestamp[nanosec], gx[rad/s], gy[rad/s], gz[rad/s], ax[m/s^2], ay[m/s^2], az[m/s^2]
257793210727654,-0.005689599,0.050905235,0.07327084,10.3743925,0.97446984,-3.5435266
257793230727654,-0.0069113295,-0.07615474,-0.01774808,10.3743925,0.97446984,-3.5435266
257793250727654,-8.026769E-4,0.13092858,0.079990365,10.05356,1.0846065,-3.8116856
257793270727654,0.005305975,-0.03095071,0.045781907,8.74868,1.7190893,-2.8204558
257793290727654,-0.009354791,0.13642636,0.026234219,14.636202,-0.8571504,-4.450957
257793310727654,-0.0069113295,0.078394175,-0.007974235,8.609812,0.6081458,-3.3304362
257793330727654,-0.0075221946,0.18468472,0.05311229,5.190788,0.6392714,-4.3216662
257793350727654,-1.9181168E-4,0.0673986,0.025012488,11.236332,-0.6081458,-3.8787253
257793370727654,-0.008133059,0.13031772,-0.015915483,12.804582,0.43815228,-1.446142
257793390727987,-0.0014135422,0.26592982,0.026845083,8.506859,1.3527653,-3.5435266
257793410727987,-0.0020244075,0.0954984,0.009740857,9.775824,-0.92658436,-5.516409
257793430727987,-0.0050787334,0.13703723,-0.018969808,9.318518,0.2561874,-2.516383
257793450727987,-0.0038570033,0.30380344,0.010962588,8.147717,0.57462597,-0.68715686
257793470727987,0.0034733799,0.17430001,0.032953735,6.280183,2.6145482,-3.3088877
257793490727687,0.005305975,0.12848513,-0.014693752,10.829305,-1.6448668,-2.588211
257793510727687,0.012025493,0.2708167,0.037229795,11.090281,1.0343267,-1.7981004
257793530728020,0.012636358,0.13642636,0.037229795,4.3623686,1.063058,-4.2139235
257793550728020,0.013247224,0.19568029,0.012795183,8.758257,-0.4644893,-2.8611584
257793570728020,0.024853662,0.19201511,0.047614504,10.254679,0.40463245,-2.0925963
257793590728020,0.024242798,0.1620827,0.047003634,6.4621477,1.9417568,-1.8819
257793610728020,0.026686259,0.14681108,0.04883623,10.027223,-0.6440599,-2.8635526
257793630727686,0.034627505,0.17246743,0.063497,7.1397276,2.1309047,-4.12773
257793650727686,0.03157318,0.11199176,0.024401622,7.065505,-0.7326481,-4.278569
257793670727686,0.03584924,0.068620324,0.090375066,10.932259,2.7773588,-1.8483802
257793690727686,0.03584924,0.13092858,0.010962588,10.89395,0.29928434,-1.3527653
257793710727686,0.037070967,0.09244407,0.039673258,10.623397,-0.7829279,-2.2865324
257793730727686,0.030962316,0.12909597,0.020736432,9.948212,1.7286664,-1.812466
257793750727686,0.030962316,0.05518129,0.0024104742,10.925076,-0.14605077,-3.3112822
257793770727686,0.03279491,0.08755715,-0.018969808,12.241927,0.21309046,-2.7486274
257793790727686,0.035238374,0.07045292,0.007297396,8.854029,2.9305923,-2.6025767
257793810727686,0.02790799,0.08267023,-0.06722817,8.411087,-1.5993756,-4.2019525
257793830727686,0.03157318,-0.024231192,-0.0085851,5.791751,2.3990633,-3.5914123
257793850727686,0.03279491,0.10832657,-0.04584788,10.611426,3.1700199,-2.6648278
257793870727686,0.02790799,-0.010792157,-0.08127806,8.0926485,-0.74222517,-2.6815877
257793890728019,0.03218405,0.069842055,-0.010417696,8.463761,1.637684,-0.22985038
257793910728019,0.04073616,-0.028507248,-0.056843456,8.463761,1.637684,-0.22985038
257793930728019,0.04317962,-0.035226766,-0.0085851,7.2426815,0.7398309,-1.6807809
257793950728019,0.04073616,0.018529374,-0.0366849,8.262642,2.432583,-5.1788163
257793970728019,0.04623395,-0.12380222,-0.029354518,11.600262,-1.6975409,-1.4964218
257793990727685,0.04684481,0.038687926,0.0335646,5.209942,3.5674694,-1.6185298
257794010727685,0.052342597,-0.07981993,-0.05989778,10.422278,1.0558752,-3.9936504
257794030728018,0.054175194,-0.11402838,0.050057963,10.048771,-1.1157321,-3.014392
257794050728018,0.04989914,-0.053552724,0.0030213394,5.7223167,3.8045027,-1.776552
257794070728018,0.04623395,-0.04011369,-0.050734803,13.484556,-1.8411974,-3.0527003
257794090728018,0.05600779,-0.19588432,0.062886134,8.296163,2.221887,-3.1149516
257794110728018,0.04440135,-0.027285518,-0.06111951,10.199611,0.3232271,-2.770176
257794130727684,0.048677407,-0.09936761,-0.0012547172,10.989721,0.39266106,-3.6392977
257794150727684,0.047455676,-0.12685655,-0.028132787,10.113417,1.977671,-3.1867797
257794170727684,0.043790486,-0.0944807,-0.04218269,13.50371,-2.7725701,-1.8651401
257794190727684,0.042568754,-0.06882436,-0.007974235,9.538791,3.0096035,-2.5379312
