Timestamp[nanosec], gx[rad/s], gy[rad/s], gz[rad/s], ax[m/s^2], ay[m/s^2], az[m/s^2]
182187134138881,-0.0016291776,0.05984036,-0.010232604,9.466963,0.6943397,-1.350371
182187154138881,-0.002240043,0.006084218,-0.0016804902,9.75667,0.66800267,-1.7095122
182187174138881,0.0014251486,-0.06538702,0.009315085,9.993703,0.6201172,-2.22907
182187194138881,0.0026468793,-0.07516086,0.011147681,9.9889145,0.6201172,-2.248224
182187214138881,0.0026468793,-0.007965683,0.003817297,9.63935,0.65124273,-1.6975409
182187234138581,0.0014251486,0.07266853,-0.0065674125,9.63935,0.65124273,-1.6975409
182187254138581,-0.0010183123,0.080609776,-0.009621738,9.4095,0.71588814,-1.498816
182187274138581,0.0020360139,0.006084218,-4.5875978E-4,9.732727,0.59378016,-1.9058428
182187294138581,0.0038686097,-0.06844135,0.012980275,9.864412,0.6057515,-2.3392065
182187314138581,0.0020360139,-0.07210654,0.009925949,9.794978,0.6273,-2.0518935
182187334138581,8.142834E-4,-0.0073548174,-4.5875978E-4,9.557945,0.64166564,-1.7406378
182187354138581,8.142834E-4,0.05373171,-0.0022913555,9.438231,0.68236834,-1.4293821
182187374138581,8.142834E-4,0.054953437,-0.0035130861,9.519637,0.66800267,-1.6520497
182187394138581,2.0341812E-4,-0.0043004914,7.629707E-4,9.715967,0.5770202,-1.9633054
182187414138581,2.0341812E-4,-0.053780574,0.008704219,9.8548355,0.5506832,-2.1596358
182187434138581,2.0341812E-4,0.003640757,7.629707E-4,9.783007,0.5818088,-2.0399222
182187454138581,-4.0744714E-4,0.05617517,-0.005956547,9.608225,0.6105401,-1.6305012
182187474138581,-4.0744714E-4,0.0573969,-0.005956547,9.536397,0.6488485,-1.4844503
182187494138914,-0.0016291776,0.0134146,-0.0029022207,9.603436,0.6440599,-1.6041641
182187514138914,-0.0016291776,-0.031789426,0.001373836,9.759064,0.6344828,-1.8004947
182187534138914,-0.0010183123,-0.039119814,0.003817297,9.905115,0.6057515,-2.0494993
182187554138914,-0.002240043,-2.443461E-5,-0.0022913555,9.754275,0.6153286,-1.8747171
182187574138914,-0.0034617735,0.039681803,-0.009010873,9.574705,0.6943397,-1.5802214
182187594138747,-0.002240043,0.029907962,-0.0071782777,9.495694,0.6847626,-1.4700848
182187614138747,-0.0016291776,-0.020793853,1.5210545E-4,9.670476,0.66800267,-1.786129
182187634139047,-0.0010183123,-0.051947977,0.0032064316,9.828498,0.6440599,-2.030345
182187654139047,-0.0010183123,-0.028124236,7.629707E-4,9.799767,0.6488485,-2.004008
182187674139047,-4.0744714E-4,0.019523252,-0.0035130861,9.682447,0.6847626,-1.7478206
182187694139047,-0.0010183123,0.04090354,-0.005956547,9.522031,0.70870537,-1.56825
182187714139047,2.0341812E-4,0.015247196,-0.0016804902,9.58907,0.679974,-1.611347
182187734138713,0.0020360139,-0.02384818,0.0044281622,9.759064,0.66321415,-1.908237
182187754138713,0.0014251486,-0.03606548,0.0050390274,9.828498,0.6392714,-1.9968252
182187774138713,0.0014251486,-0.0073548174,0.0019847013,9.778218,0.6560313,-1.924997
182187794138713,0.0026468793,0.027464502,7.629707E-4,9.596253,0.67279124,-1.7262721
182187814138713,0.0014251486,0.03907094,-0.0022913555,9.577099,0.7110996,-1.5993756
182187834138713,8.142834E-4,0.009138544,-4.5875978E-4,9.567522,0.6656084,-1.6616267
182187854138713,0.0014251486,-0.02506991,0.0050390274,9.708784,0.6273,-1.8459859
182187874138713,0.0014251486,-0.039119814,0.006871623,9.785401,0.6201172,-1.9992194
182187894138713,0.0014251486,-0.015296065,0.0019847013,9.646533,0.6201172,-1.9656997
182187914138713,0.0020360139,0.018301522,7.629707E-4,9.598648,0.62251145,-1.7238779
182187934138713,8.142834E-4,0.034794882,-0.001069625,9.536397,0.67757976,-1.673598
182187954138713,8.142834E-4,0.011582006,-0.0016804902,9.613013,0.6464542,-1.7406378
182187974138713,2.0341812E-4,-0.018961258,0.0044281622,9.680053,0.58420306,-1.924997
182187994138946,2.0341812E-4,-0.031178562,0.0050390274,9.77343,0.5794145,-1.9489397
182188014138946,-0.0010183123,-0.009187413,1.5210545E-4,9.651321,0.6488485,-1.9010541
182188034138946,-0.0016291776,0.012803736,-0.0047348165,9.684841,0.65842557,-1.7286664
182188054138946,-4.0744714E-4,0.0121928705,-0.0022913555,9.694419,0.6440599,-1.7550035
182188074138946,-4.0744714E-4,5.864306E-4,1.5210545E-4,9.730332,0.65124273,-1.802889
182188094138612,-0.002240043,-0.0049113566,-0.0016804902,9.687236,0.69673395,-1.7909175
182188114138612,-0.002850908,-0.0055222223,-0.0041239513,9.727939,0.69194543,-1.802889
182188134138912,-0.0010183123,-0.0055222223,1.5210545E-4,9.744699,0.6368771,-1.7741576
182188154138912,-0.0010183123,-2.443461E-5,1.5210545E-4,9.70639,0.6847626,-1.838803
182188174138912,-0.002240043,0.003640757,-0.0041239513,9.701602,0.6895511,-1.7502149
182188194138912,-0.0016291776,0.009138544,-0.001069625,9.701602,0.6488485,-1.6975409
182188214138912,-4.0744714E-4,0.0066950833,7.629707E-4,9.732727,0.69194543,-1.7645805
182188234138612,-0.0010183123,0.003640757,-0.0016804902,9.715967,0.65842557,-1.7885233
182188254138612,-4.0744714E-4,0.0048624873,1.5210545E-4,9.742304,0.6201172,-1.7047237
182188274138612,-4.0744714E-4,0.0121928705,0.001373836,9.629773,0.65363705,-1.7358493
182188294138612,-0.0010183123,0.014025466,-0.0029022207,9.624985,0.66800267,-1.7190893
182188314138612,-4.0744714E-4,0.011582006,-0.0016804902,9.62259,0.6177229,-1.6448668
182188334138612,2.0341812E-4,0.003640757,0.0032064316,9.653716,0.64166564,-1.7119064
182188354138612,8.142834E-4,-0.006743952,0.001373836,9.620196,0.6656084,-1.6999351
182188374138612,-4.0744714E-4,-0.014074335,1.5210545E-4,9.653716,0.6273,-1.7669748
182188394138612,0.0020360139,-0.01835039,0.003817297,9.73991,0.6153286,-1.8268317
182188414138612,0.0026468793,-0.011630875,0.0044281622,9.660899,0.6249057,-1.8268317
182188434138612,0.0014251486,0.004251622,-4.5875978E-4,9.660899,0.6249057,-1.8268317
182188454138612,0.0014251486,0.016468927,-0.0029022207,9.620196,0.63208854,-1.647261
182188474138612,0.0020360139,0.008527678,0.0025955664,9.675264,0.6488485,-1.7262721
182188494138778,0.0014251486,-0.014074335,0.0025955664,9.725544,0.68715686,-1.8866886
182188514138778,0.0020360139,-0.025680775,0.0019847013,9.811738,0.6153286,-1.9656997
182188534138778,0.0020360139,-0.015296065,0.003817297,9.759064,0.65842557,-1.8890828
182188554138778,8.142834E-4,0.007916814,-4.5875978E-4,9.598648,0.679974,-1.7573977
182188574138778,-0.0010183123,0.02257758,-0.0053456817,9.60583,0.6847626,-1.6927522
182188594138544,-4.0744714E-4,0.01097114,-0.0016804902,9.63935,0.6488485,-1.776552
182188614138544,-0.0010183123,-0.020793853,0.0025955664,9.79019,0.66321415,-2.004008
182188634138877,2.0341812E-4,-0.042174138,0.0019847013,9.835681,0.5985687,-2.1668186
182188654138877,8.142834E-4,-0.020182988,0.003817297,9.711179,0.5889916,-1.8938714
182188674138877,-0.0016291776,0.025631906,-4.5875978E-4,9.545974,0.69912827,-1.7095122
182188694138877,-0.002850908,0.047623053,-0.009010873,9.5483675,0.6608198,-1.6544439
182188714138877,-0.0016291776,0.021966714,-0.0035130861,9.70639,0.60335726,-1.8052832
182188734138577,-0.0016291776,-0.0128526045,0.003817297,9.701602,0.6560313,-1.9585168
182188754138577,-0.002850908,-0.031789426,-4.5875978E-4,9.749487,0.6105401,-2.0064023
182188774138577,-4.0744714E-4,0.009138544,0.0019847013,9.696813,0.5865973,-1.908237
182188794138577,-0.0016291776,0.03418402,-0.0071782777,9.586677,0.6703969,-1.6065584
182188814138577,-0.0010183123,0.02257758,-0.0071782777,9.555551,0.6847626,-1.6161355
182188834138577,2.0341812E-4,-0.0018570304,0.0025955664,9.6585045,0.6440599,-1.7023294
182188854138577,2.0341812E-4,-0.02262645,0.0025955664,9.737515,0.66321415,-1.8483802
182188874138577,-0.0010183123,-0.019572122,-0.0029022207,9.680053,0.7015225,-1.8196489
182188894138577,0.0020360139,-6.352999E-4,0.001373836,9.775824,0.65842557,-1.7813405
182188914138577,0.0032577442,0.02502104,0.0032064316,9.696813,0.6201172,-1.7095122
182188934138577,-4.0744714E-4,0.026853636,-0.0053456817,9.596253,0.74222517,-1.4964218
182188954138577,-4.0744714E-4,0.00974941,-0.0041239513,9.5794935,0.7039168,-1.611347
182188974138577,0.0020360139,-0.019572122,0.007482488,9.771035,0.64166564,-1.7573977
182188994138910,0.0014251486,-0.02995683,0.0056498926,9.749487,0.6488485,-1.8699286
182189014138910,2.0341812E-4,-0.015296065,1.5210545E-4,9.778218,0.67279124,-1.8819
182189034138910,0.0014251486,0.017079793,7.629707E-4,9.651321,0.62251145,-1.7430321
182189054138910,8.142834E-4,0.029907962,1.5210545E-4,9.565128,0.66321415,-1.5490957
182189074138910,-4.0744714E-4,0.00974941,-0.0016804902,9.581888,0.6608198,-1.673598
182189094138743,-0.0010183123,-0.019572122,0.0025955664,9.677659,0.6105401,-1.8076775
182189114138743,-4.0744714E-4,-0.03240029,0.006260758,9.761458,0.61293435,-1.9752767
182189134139043,8.142834E-4,-0.016517796,0.0025955664,9.771035,0.6296943,-1.9585168
182189154139043,-4.0744714E-4,0.009138544,7.629707E-4,9.629773,0.600963,-1.7478206
182189174139043,-0.0010183123,0.023188444,-0.0022913555,9.586677,0.6751855,-1.7238779
182189194139043,2.0341812E-4,0.0030298918,-0.0016804902,9.672871,0.65363705,-1.7789462
182189214139043,2.0341812E-4,-0.0146852005,0.0025955664,9.7135725,0.59378016,-1.9178141
182189234138709,2.0341812E-4,-0.018961258,0.0025955664,9.804555,0.62251145,-1.9034485
182189254138709,-0.0010183123,-6.352999E-4,-0.0035130861,9.715967,0.68236834,-1.8938714
